Run   obj.function   par_x01   par_x02   par_x03   par_x04   par_x05   par_x06   par_x07   par_x08   par_x09   par_x10   par_x11   par_x12   par_x13   par_x14   par_x15   par_x16   par_x17   par_x18   par_x19   par_x20   par_x21   par_x22   par_x23   par_x24   par_x25   par_x26   par_x27   par_x28   par_x29   par_x32   par_x33   par_x34   par_x35   par_x36   par_x37   par_x38   par_x39   par_x40   par_x53   par_x54   par_x55   par_x56   par_x57   par_x58   par_x59   par_x60   par_x61   par_x62   par_x63   par_x64
1059   -8.17E-01   2.86E-01   1.65E-01   1.03E-01   1.96E-01   3.56E+00   4.61E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.02E-02   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1060   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1061   -7.91E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.14E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   7.04E+00   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   9.28E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1062   -8.24E-01   5.31E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   1.25E-01   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   9.13E-01   4.88E-01
1063   -8.19E-01   2.86E-01   1.65E-01   3.67E-01   -6.76E-01   3.18E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   2.47E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1064   -8.23E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   5.99E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.87E+01   8.49E-01   4.88E-01
1065   -7.89E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   3.33E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   8.24E+00   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.17E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1066   -8.14E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   7.28E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   5.69E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   2.19E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1067   -5.92E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   1.29E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   2.75E-01   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   2.99E+00   8.99E-01   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1068   -8.17E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.69E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   6.06E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   8.54E+01   4.58E-01   8.82E-02   6.59E-02   3.59E-01   8.19E+00   3.17E-01   1.35E-02   8.91E-03   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   6.64E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1069   -8.20E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.08E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.48E+00   2.82E-01   -3.60E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   1.08E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1070   -8.21E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   6.30E-01   7.54E-03   4.98E-02   4.16E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.79E-01   8.19E+00   3.17E-01   1.35E-02   1.18E-01   5.08E+00   6.92E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1071   -8.19E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.35E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   1.35E+00   7.66E+01   4.62E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.06E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1072   -8.19E-01   2.86E-01   1.36E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   7.00E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1073   -7.94E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.15E+00   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   7.11E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   6.33E-02   1.39E-01   5.08E+00   6.38E+00   6.32E+00   3.33E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.51E-01   4.88E-01
1074   -6.26E-01   3.39E-01   1.65E-01   3.67E-01   1.96E-01   3.17E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.26E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   1.62E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   5.19E+00   3.56E+00   2.82E-01   -3.67E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   3.45E-02   1.22E+01   1.17E+01   1.54E+01   1.61E+01   8.49E-01   4.88E-01
1075   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.14E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   4.31E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   5.58E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1076   -8.21E-01   2.86E-01   1.65E-01   3.67E-01   6.07E-02   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   8.02E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   4.12E-01   1.35E-02   4.68E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1077   -8.18E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   1.17E-02   5.08E+00   6.38E+00   6.32E+00   4.05E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   7.68E-02   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   5.91E-01
1078   -8.18E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   2.75E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.25E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.45E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   1.09E-01   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.31E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1079   -8.24E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1080   -7.94E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.17E+00   5.80E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.34E+00   6.32E+00   3.05E+00   1.21E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   1.42E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.78E+01   1.52E+01   1.17E+01   8.49E-01   4.88E-01
1081   -8.20E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.84E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.31E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.40E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1082   -8.24E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   9.48E-01   4.88E-01
1083   -8.24E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.39E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1084   -8.23E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   1.56E-01   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1085   -8.19E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.69E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.79E-01   4.81E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.03E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1086   -8.20E-01   2.86E-01   1.65E-01   3.86E-01   -1.93E-01   3.56E+00   4.09E-02   6.63E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   9.80E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.39E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   2.93E-01
1087   -8.22E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   8.48E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   4.01E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1088   -6.02E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.46E-01   5.95E-01   7.10E+01   4.58E-01   8.82E-02   1.42E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1089   -8.21E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.26E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.13E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   3.37E-02   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   2.44E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   1.03E-01   -4.02E-01   3.24E+00   1.43E+00   1.11E-01   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1090   -8.21E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.18E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1091   -8.21E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.28E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   5.76E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.61E+01   1.17E+01   8.49E-01   4.88E-01
1092   -8.20E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   5.64E+00   1.70E-01   5.47E+00   1.23E+00   7.85E-01   8.99E-01   4.79E-01   6.73E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   2.99E-01   1.35E-02   3.39E-01   5.08E+00   6.79E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1093   -8.24E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   6.25E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1094   -8.24E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   6.76E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.83E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   6.25E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1095   -8.18E-01   2.86E-01   1.65E-01   3.86E-01   1.96E-01   3.99E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   6.76E+00   1.24E+00   7.85E-01   8.99E-01   4.79E-01   6.82E-01   5.60E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   6.39E-02   6.59E-02   3.73E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   5.50E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   2.25E-02   6.25E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.63E-01   8.49E-01
